NOME_PRODUTO,Expediente,DataExpediente,Processo,Empresa,CNPJ,Assunto,EncontraSeNa,SituacaoAtual,DataInicio,URL,DiasDesdeExpediente,Fila ou Lista,"Area, fila e subfila",Posição Atual,Variação Posição
sinvastatina,2494321/19-5,15/10/2019,25351150668,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10506 - GENÉRICO - Modificação Pós-Registro - CLONE,"GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                            Desde: 07/02/2020",Aprovação condicional – ausência de manifestação no prazo legal em 17/02/2020.,07/02/2020,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/2494321195/,1625.0,,,,
sinvastatina,6970186/21-5,15/12/2021,25351150668,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10506 - GENÉRICO - Modificação Pós-Registro - CLONE,"GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                            Desde: 15/12/2021",Anuído,18/03/2022,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/6970186215/,833.0,,,,
SPECTOFLUX,0676358/23-8,01/07/2023,25351020016,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10297 - SIMILAR - Inclusão de rotulagem - Nova destinação,"CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL
                            Desde: 15/02/2024",Anuído,15/02/2024,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0676358238/,270.0,,,,
SPECTOFLUX,058728/08-1,26/11/2007,25351020016,LABORATÓRIO GLOBO SA,17.115.437/0001-73,142 - SIMILAR - Renovação de Registro de Medicamento,"COPRE.D - COORDENAÇÃO DE PÓS-REGISTRO
                            Desde: 02/10/2009",Revalidação automática,26/11/2008,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/058728081/,5966.0,,,,
SPECTOFLUX,2131962/17-6,19/10/2017,25351020016,LABORATÓRIO GLOBO SA,17.115.437/0001-73,142 - SIMILAR - Renovação de Registro de Medicamento,"CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE
                            
                            Enc.: 06/06/2018",Revalidação automática,24/04/2018,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/2131962176/,2351.0,,,,
SPECTOFLUX,3394244/19-7,09/12/2019,25351020016,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10955 - RDC 73/2016 - SIMILAR - Ampliação dos limites de especificação,"GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                            Desde: 21/05/2020",Aprovação condicional – ausência de manifestação no prazo legal em 01/06/2020.,21/05/2020,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/3394244197/,1570.0,,,,
TIOCONAZOL + TINIDAZOL,0886234/13-6,18/10/2013,25351064661,LABORATÓRIO GLOBO SA,17.115.437/0001-73,143 - GENÉRICO - Renovação de Registro de Medicamento,"COPRE.D - COORDENAÇÃO DE PÓS-REGISTRO
                            Desde: 02/04/2014",Revalidação automática em 14/05/2014.,02/04/2014,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0886234136/,3813.0,,,,
TIOCONAZOL + TINIDAZOL,0814873/18-2,16/08/2018,25351064661,LABORATÓRIO GLOBO SA,17.115.437/0001-73,143 - GENÉRICO - Renovação de Registro de Medicamento,"GEPRE.D - GERÊNCIA DE AVALIAÇÃO DE TECNOLOGIA DE PÓS-REGISTRO DE MEDICAMENTOS SINTÉTICOS
                            
                            Enc.: 01/03/2019",Revalidação automática,08/07/2022,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0814873182/,2050.0,,,,
ZOLPROX,0580701/17-8,07/04/2017,25351717878,LABORATÓRIO GLOBO SA,17.115.437/0001-73,142 - SIMILAR - Renovação de Registro de Medicamento,"GEPRE.D - GERÊNCIA DE AVALIAÇÃO DE TECNOLOGIA DE PÓS-REGISTRO DE MEDICAMENTOS SINTÉTICOS
                            
                            Enc.: 18/01/2018",Revalidação automática,29/11/2017,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0580701178/,2546.0,,,,
ZOLPROX,0264281/20-6,24/01/2020,25351717878,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10943 - RDC 73/2016 - SIMILAR - Inclusão de novo fabricante do IFA,"GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                            Desde: 16/04/2020",Aprovação condicional – ausência de manifestação no prazo legal em 20/04/2020.,14/04/2020,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0264281206/,1524.0,,,,
ZOLPROX,8422733/21-8,20/12/2021,25351717878,LABORATÓRIO GLOBO SA,17.115.437/0001-73,11006 - RDC 73/2016 - SIMILAR - Alteração de razão social do local de fabricação do medicamento,"CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE
                            Desde: 15/06/2022",Anuído,15/06/2022,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/8422733218/,828.0,,,,
